-0.00000857, 0.00001277, 0.00000000,  0, 0.02393198, 0
-0.00002654, 0.00008177, 0.00000000,  0, 0.05849695, 0
-0.00003014, 0.00011869, 0.00000000,  0, 0.08931398, 0
-0.00003545, 0.00014368, 0.00000000,  0, 0.12190199, 0
-0.00004177, 0.00017080, 0.00000000,  0, 0.15303111, 0
-0.00004368, 0.00021904, 0.00000000,  0, 0.18825102, 0
-0.00002633, 0.00025243, 0.00000000,  0, 0.22028112, 0
-0.00000455, 0.00029868, 0.00000000,  0, 0.25210404, 0
0.00001247, 0.00035721, 0.00000000,  0, 0.28116107, 0
0.00002055, 0.00038976, 0.00000000,  0, 0.31021714, 0
0.00003264, 0.00043558, 0.00000000,  0, 0.34264302, 0
0.00004102, 0.00047446, 0.00000000,  0, 0.38290715, 0
0.00003490, 0.00047150, 0.00000000,  0, 0.41627312, 0
0.00003534, 0.00048929, 0.00000000,  0, 0.46288013, 0
0.00004856, 0.00050331, 0.00000000,  0, 0.49331307, 0
0.00007374, 0.00053625, 0.00000000,  0, 0.52425814, 0
0.00009803, 0.00052534, 0.00000000,  0, 0.55627513, 0
0.00014853, 0.00047447, 0.00000000,  0, 0.58865809, 0
0.00023639, 0.00037265, 0.00000000,  0, 0.62720299, 0
0.00031689, 0.00026949, 0.00000000,  0, 0.65920997, 0
0.00038763, 0.00015317, 0.00000000,  0, 0.69146013, 0
0.00045995, 0.00002604, 0.00000000,  0, 0.72113204, 0
0.00053825, -0.00011447, 0.00000000,  0, 0.75436306, 0
0.00062296, -0.00028225, 0.00000000,  0, 0.78435707, 0
0.00070233, -0.00046098, 0.00000000,  0, 0.81389713, 0
0.00078307, -0.00064405, 0.00000000,  0, 0.84779811, 0
0.00090625, -0.00083057, 0.00000000,  0, 0.88042498, 0
0.00099215, -0.00093514, 0.00000000,  0, 0.91527605, 0
0.00109733, -0.00105059, 0.00000000,  0, 0.95251107, 0
0.00117152, -0.00110376, 0.00000000,  0, 0.98337913, 0
0.00122065, -0.00116226, 0.00000000,  0, 1.01376009, 0
0.00127104, -0.00122427, 0.00000000,  0, 1.04449415, 0
0.00132564, -0.00127744, 0.00000000,  0, 1.07815409, 0
0.00135233, -0.00132565, 0.00000000,  0, 1.11084294, 0
0.00135692, -0.00134821, 0.00000000,  0, 1.14019394, 0
0.00135254, -0.00137611, 0.00000000,  0, 1.16792512, 0
0.00135958, -0.00138727, 0.00000000,  0, 1.19799614, 0
0.00139456, -0.00140017, 0.00000000,  0, 1.23576212, 0
0.00142401, -0.00138756, 0.00000000,  0, 1.28006601, 0
0.00142373, -0.00137671, 0.00000000,  0, 1.30976415, 0
0.00140651, -0.00137198, 0.00000000,  0, 1.33791900, 0
0.00139923, -0.00136859, 0.00000000,  0, 1.36469603, 0
0.00138874, -0.00134300, 0.00000000,  0, 1.39403796, 0
0.00135956, -0.00130973, 0.00000000,  0, 1.42787910, 0
0.00133055, -0.00129144, 0.00000000,  0, 1.46684504, 0
0.00130774, -0.00129304, 0.00000000,  0, 1.49752498, 0
0.00128411, -0.00129218, 0.00000000,  0, 1.52852607, 0
0.00124797, -0.00128890, 0.00000000,  0, 1.56238008, 0
0.00122907, -0.00127148, 0.00000000,  0, 1.59668303, 0
0.00119976, -0.00127496, 0.00000000,  0, 1.64105296, 0
0.00118734, -0.00128775, 0.00000000,  0, 1.67639613, 0
0.00117362, -0.00129239, 0.00000000,  0, 1.70579696, 0
0.00115573, -0.00131189, 0.00000000,  0, 1.73787999, 0
0.00114539, -0.00135873, 0.00000000,  0, 1.77103996, 0
0.00112967, -0.00141167, 0.00000000,  0, 1.80216599, 0
0.00112234, -0.00145916, 0.00000000,  0, 1.83189893, 0
0.00111631, -0.00147448, 0.00000000,  0, 1.86281705, 0
0.00110082, -0.00146068, 0.00000000,  0, 1.89680696, 0
0.00108540, -0.00146160, 0.00000000,  0, 1.92940211, 0
0.00104412, -0.00144969, 0.00000000,  0, 1.97084904, 0
0.00101946, -0.00143519, 0.00000000,  0, 2.00178313, 0
0.00098271, -0.00142239, 0.00000000,  0, 2.03168607, 0
0.00094289, -0.00144209, 0.00000000,  0, 2.06348705, 0
0.00087758, -0.00151827, 0.00000000,  0, 2.09303904, 0
0.00072034, -0.00168402, 0.00000000,  0, 2.12729502, 0
0.00040139, -0.00200657, 0.00000000,  0, 2.16246605, 0
0.00008395, -0.00235366, 0.00000000,  0, 2.19711399, 0
-0.00039875, -0.00295800, 0.00000000,  0, 2.23074508, 0
-0.00080068, -0.00359139, 0.00000000,  0, 2.26400805, 0
-0.00122088, -0.00434873, 0.00000000,  0, 2.29642296, 0
-0.00164419, -0.00517501, 0.00000000,  0, 2.32671714, 0
-0.00222923, -0.00641057, 0.00000000,  0, 2.36261797, 0
-0.00268168, -0.00749113, 0.00000000,  0, 2.39372897, 0
-0.00315038, -0.00858271, 0.00000000,  0, 2.43046808, 0
-0.00362888, -0.00970657, 0.00000000,  0, 2.46210313, 0
-0.00403690, -0.01086725, 0.00000000,  0, 2.49070406, 0
-0.00443339, -0.01208493, 0.00000000,  0, 2.51831412, 0
-0.00480428, -0.01331817, 0.00000000,  0, 2.55369401, 0
-0.00540734, -0.01537779, 0.00000000,  0, 2.60293508, 0
-0.00593406, -0.01714319, 0.00000000,  0, 2.64265394, 0
-0.00638449, -0.01845291, 0.00000000,  0, 2.67032313, 0
-0.00686874, -0.01975917, 0.00000000,  0, 2.69932914, 0
-0.00734715, -0.02113896, 0.00000000,  0, 2.73348713, 0
-0.00779639, -0.02258913, 0.00000000,  0, 2.76313710, 0
-0.00821753, -0.02402125, 0.00000000,  0, 2.79720712, 0
-0.00876883, -0.02603449, 0.00000000,  0, 2.83232808, 0
-0.00930573, -0.02822573, 0.00000000,  0, 2.87516594, 0
-0.00992766, -0.03101245, 0.00000000,  0, 2.92081809, 0
-0.01038557, -0.03333188, 0.00000000,  0, 2.96420407, 0
-0.01080023, -0.03560653, 0.00000000,  0, 3.00450611, 0
-0.01107710, -0.03728796, 0.00000000,  0, 3.03564811, 0
-0.01135438, -0.03895111, 0.00000000,  0, 3.06738901, 0
-0.01165366, -0.04063071, 0.00000000,  0, 3.09888411, 0
-0.01196310, -0.04225439, 0.00000000,  0, 3.12807202, 0
-0.01223569, -0.04386212, 0.00000000,  0, 3.16240096, 0
-0.01248546, -0.04551891, 0.00000000,  0, 3.19252110, 0
-0.01272174, -0.04713313, 0.00000000,  0, 3.22377515, 0
-0.01299894, -0.04927283, 0.00000000,  0, 3.26356697, 0
-0.01323719, -0.05146364, 0.00000000,  0, 3.29698801, 0
-0.01341777, -0.05310896, 0.00000000,  0, 3.32854199, 0
-0.01357825, -0.05472080, 0.00000000,  0, 3.36374211, 0
-0.01370839, -0.05633008, 0.00000000,  0, 3.39341092, 0
-0.01382612, -0.05794760, 0.00000000,  0, 3.42227793, 0
-0.01394356, -0.05953039, 0.00000000,  0, 3.44941592, 0
-0.01403379, -0.06102304, 0.00000000,  0, 3.47977996, 0
-0.01410667, -0.06247983, 0.00000000,  0, 3.50991011, 0
-0.01415054, -0.06347014, 0.00000000,  0, 3.53822494, 0
-0.01421201, -0.06496357, 0.00000000,  0, 3.56888008, 0
-0.01424063, -0.06642894, 0.00000000,  0, 3.59998798, 0
-0.01424030, -0.06793826, 0.00000000,  0, 3.63042712, 0
-0.01422567, -0.06953232, 0.00000000,  0, 3.66079807, 0
-0.01426207, -0.07115698, 0.00000000,  0, 3.69040203, 0
-0.01428969, -0.07276364, 0.00000000,  0, 3.72115612, 0
-0.01417043, -0.07494521, 0.00000000,  0, 3.75326395, 0
-0.01401261, -0.07615513, 0.00000000,  0, 3.78303003, 0
-0.01354792, -0.07857246, 0.00000000,  0, 3.81484294, 0
-0.01314716, -0.08031583, 0.00000000,  0, 3.84644604, 0
-0.01269433, -0.08203542, 0.00000000,  0, 3.88257813, 0
-0.01222166, -0.08373651, 0.00000000,  0, 3.91300511, 0
-0.01173493, -0.08540683, 0.00000000,  0, 3.94350505, 0
-0.01122432, -0.08705230, 0.00000000,  0, 3.97369814, 0
-0.01073972, -0.08860494, 0.00000000,  0, 4.00522614, 0
-0.01022920, -0.09015134, 0.00000000,  0, 4.03363204, 0
-0.00959788, -0.09210933, 0.00000000,  0, 4.06913114, 0
-0.00897879, -0.09377365, 0.00000000,  0, 4.11322498, 0
-0.00850636, -0.09483514, 0.00000000,  0, 4.14301300, 0
