time, x, y, centre_left_distance, centre_right_distance, nu
10, -0.000116945, 503.095, 450, 150, 75
20, -0.000116945, 507.208, 450, 150, 75
30, -0.000116945, 511.253, 450, 150, 75
40, -0.000116945, 515.437, 450, 150, 75
50, -0.000116945, 519.621, 450, 150, 75
60, -0.000116945, 524.405, 450, 150, 75
70, -0.000116945, 530.092, 450, 150, 75
80, -0.000116945, 535.289, 450, 150, 75
90, -0.000116945, 540.676, 450, 150, 75
100, -0.000116945, 546.244, 450, 150, 75
110, -0.000116945, 552.026, 450, 150, 75
120, -0.000116945, 557.529, 450, 150, 75
130, -0.000116945, 563.199, 450, 150, 75
140, -0.000116945, 568.751, 450, 150, 75
150, -0.000116945, 573.798, 450, 150, 75
160, -0.000116945, 578.979, 450, 150, 75
170, -0.000116945, 583.734, 450, 150, 75
180, -0.000116945, 588.698, 450, 150, 75
190, -0.000116945, 593.611, 450, 150, 75
200, -0.000116945, 598.113, 450, 150, 75
210, -0.000116945, 603.123, 450, 150, 75
220, -0.000116945, 607.7, 450, 150, 75
230, -0.000116945, 611.876, 450, 150, 75
240, -0.000116945, 616.414, 450, 150, 75
250, -0.000116945, 621.167, 450, 150, 75
260, -0.000116945, 625.726, 450, 150, 75
270, -0.000116945, 630.032, 450, 150, 75
280, -0.000116945, 634.125, 450, 150, 75
290, -0.000116945, 638.051, 450, 150, 75
300, -0.000116945, 641.931, 450, 150, 75
310, -0.000116945, 645.62, 450, 150, 75
320, -0.000116945, 649.036, 450, 150, 75
330, -0.000116945, 652.214, 450, 150, 75
340, -0.000116945, 655.245, 450, 150, 75
350, -0.000116945, 658.268, 450, 150, 75
360, -0.000116945, 661.05, 450, 150, 75
370, -0.000116945, 663.689, 450, 150, 75
380, -0.000116945, 666.234, 450, 150, 75
390, -0.000116945, 668.711, 450, 150, 75
400, -0.000116945, 671.015, 450, 150, 75
410, -0.000116945, 673.134, 450, 150, 75
420, -0.000116945, 675.134, 450, 150, 75
430, -0.000116945, 677.201, 450, 150, 75
440, -0.000116945, 679.231, 450, 150, 75
450, -0.000116945, 681.131, 450, 150, 75
460, -0.000116945, 682.925, 450, 150, 75
470, -0.000116945, 684.512, 450, 150, 75
480, -0.000116945, 686.046, 450, 150, 75
490, -0.000116945, 687.603, 450, 150, 75
500, -0.000116945, 689.189, 450, 150, 75
510, -0.000116945, 690.771, 450, 150, 75
520, -0.000116945, 692.343, 450, 150, 75
530, -0.000116945, 693.899, 450, 150, 75
540, -0.000116945, 695.166, 450, 150, 75
550, -0.000116945, 696.097, 450, 150, 75
560, -0.000116945, 696.982, 450, 150, 75
570, -0.000116945, 697.519, 450, 150, 75
580, -0.000116945, 698.081, 450, 150, 75
590, -0.000116945, 698.667, 450, 150, 75
600, -0.000116945, 699.163, 450, 150, 75
610, -0.000116945, 699.874, 450, 150, 75
620, -0.000116945, 700.772, 450, 150, 75
630, -0.000116945, 701.239, 450, 150, 75
640, -0.000116945, 701.86, 450, 150, 75
650, -0.000116945, 702.342, 450, 150, 75
660, -0.000116945, 702.741, 450, 150, 75
670, -0.000116945, 702.965, 450, 150, 75
680, -0.000116945, 703.001, 450, 150, 75
690, -0.000116945, 702.894, 450, 150, 75
700, -0.000116945, 702.628, 450, 150, 75
710, -0.000116945, 702.43, 450, 150, 75
720, -0.000116945, 702.239, 450, 150, 75
730, -0.000116945, 702.313, 450, 150, 75
740, -0.000116945, 702.499, 450, 150, 75
750, -0.000116945, 702.899, 450, 150, 75
760, -0.000116945, 703.433, 450, 150, 75
770, -0.000116945, 704.148, 450, 150, 75
780, -0.000116945, 704.773, 450, 150, 75
790, -0.000116945, 705.452, 450, 150, 75
800, -0.000116945, 706.408, 450, 150, 75
810, -0.000116945, 707.248, 450, 150, 75
820, -0.000116945, 707.924, 450, 150, 75
830, -0.000116945, 708.496, 450, 150, 75
840, -0.000116945, 709.039, 450, 150, 75
850, -0.000116945, 709.495, 450, 150, 75
860, -0.000116945, 709.962, 450, 150, 75
870, -0.000116945, 710.418, 450, 150, 75
880, -0.000116945, 710.962, 450, 150, 75
890, -0.000116945, 711.634, 450, 150, 75
900, -0.000116945, 712.233, 450, 150, 75
910, -0.000116945, 712.734, 450, 150, 75
920, -0.000116945, 713.193, 450, 150, 75
930, -0.000116945, 713.795, 450, 150, 75
940, -0.000116945, 714.126, 450, 150, 75
950, -0.000116945, 714.467, 450, 150, 75
960, -0.000116945, 714.623, 450, 150, 75
970, -0.000116945, 714.831, 450, 150, 75
980, -0.000116945, 715.014, 450, 150, 75
990, -0.000116945, 715.426, 450, 150, 75
1000, -0.000116945, 715.895, 450, 150, 75
1010, -0.000116945, 716.107, 450, 150, 75
1020, -0.000116945, 716.375, 450, 150, 75
1030, -0.000116945, 716.433, 450, 150, 75
1040, -0.000116945, 716.469, 450, 150, 75
1050, -0.000116945, 716.598, 450, 150, 75
1060, -0.000116945, 716.718, 450, 150, 75
1070, -0.000116945, 717.145, 450, 150, 75
1080, -0.000116945, 717.619, 450, 150, 75
1090, -0.000116945, 718.002, 450, 150, 75
1100, -0.000116945, 718.17, 450, 150, 75
1110, -0.000116945, 718.317, 450, 150, 75
1120, -0.000116945, 718.174, 450, 150, 75
1130, -0.000116945, 717.863, 450, 150, 75
1140, -0.000116945, 717.624, 450, 150, 75
1150, -0.000116945, 717.344, 450, 150, 75
1160, -0.000116945, 717.267, 450, 150, 75
1170, -0.000116945, 717.351, 450, 150, 75
1180, -0.000116945, 717.27, 450, 150, 75
1190, -0.000116945, 717.299, 450, 150, 75
1200, -0.000116945, 717.4, 450, 150, 75
1210, -0.000116945, 717.742, 450, 150, 75
1220, -0.000116945, 718.352, 450, 150, 75
1230, -0.000116945, 718.89, 450, 150, 75
1240, -0.000116945, 719.553, 450, 150, 75
1250, -0.000116945, 720.345, 450, 150, 75
1260, -0.000116945, 721.059, 450, 150, 75
1270, -0.000116945, 721.588, 450, 150, 75
1280, -0.000116945, 721.999, 450, 150, 75
1290, -0.000116945, 722.43, 450, 150, 75
1300, -0.000116945, 722.911, 450, 150, 75
1310, -0.000116945, 723.531, 450, 150, 75
1320, -0.000116945, 723.79, 450, 150, 75
1330, -0.000116945, 723.781, 450, 150, 75
1340, -0.000116945, 723.691, 450, 150, 75
1350, -0.000116945, 723.286, 450, 150, 75
1360, -0.000116945, 722.921, 450, 150, 75
1370, -0.000116945, 722.437, 450, 150, 75
1380, -0.000116945, 721.61, 450, 150, 75
1390, -0.000116945, 720.651, 450, 150, 75
1400, -0.000116945, 720.118, 450, 150, 75
1410, -0.000116945, 719.814, 450, 150, 75
1420, -0.000116945, 719.512, 450, 150, 75
1430, -0.000116945, 719.041, 450, 150, 75
1440, -0.000116945, 718.403, 450, 150, 75
1450, -0.000116945, 718.046, 450, 150, 75
1460, -0.000116945, 717.62, 450, 150, 75
1470, -0.000116945, 717.273, 450, 150, 75
1480, -0.000116945, 717.078, 450, 150, 75
1490, -0.000116945, 717.485, 450, 150, 75
1500, -0.000116945, 718.194, 450, 150, 75
1510, -0.000116945, 718.855, 450, 150, 75
1520, -0.000116945, 719.575, 450, 150, 75
1530, -0.000116945, 720.258, 450, 150, 75
1540, -0.000116945, 720.756, 450, 150, 75
1550, -0.000116945, 720.921, 450, 150, 75
1560, -0.000116945, 721.17, 450, 150, 75
1570, -0.000116945, 721.225, 450, 150, 75
1580, -0.000116945, 721.194, 450, 150, 75
1590, -0.000116945, 721.179, 450, 150, 75
1600, -0.000116945, 721.37, 450, 150, 75
1610, -0.000116945, 721.669, 450, 150, 75
1620, -0.000116945, 721.884, 450, 150, 75
1630, -0.000116945, 721.98, 450, 150, 75
1640, -0.000116945, 722.079, 450, 150, 75
1650, -0.000116945, 722.342, 450, 150, 75
1660, -0.000116945, 722.35, 450, 150, 75
1670, -0.000116945, 722.164, 450, 150, 75
1680, -0.000116945, 721.757, 450, 150, 75
1690, -0.000116945, 721.274, 450, 150, 75
1700, -0.000116945, 721.023, 450, 150, 75
1710, -0.000116945, 720.884, 450, 150, 75
1720, -0.000116945, 720.459, 450, 150, 75
1730, -0.000116945, 720.076, 450, 150, 75
1740, -0.000116945, 720.073, 450, 150, 75
1750, -0.000116945, 719.995, 450, 150, 75
1760, -0.000116945, 719.718, 450, 150, 75
1770, -0.000116945, 719.339, 450, 150, 75
1780, -0.000116945, 719.099, 450, 150, 75
1790, -0.000116945, 718.744, 450, 150, 75
1800, -0.000116945, 718.546, 450, 150, 75
1810, -0.000116945, 718.778, 450, 150, 75
1820, -0.000116945, 719.083, 450, 150, 75
1830, -0.000116945, 719.698, 450, 150, 75
1840, -0.000116945, 720.308, 450, 150, 75
1850, -0.000116945, 721.005, 450, 150, 75
1860, -0.000116945, 721.455, 450, 150, 75
1870, -0.000116945, 721.787, 450, 150, 75
1880, -0.000116945, 721.94, 450, 150, 75
1890, -0.000116945, 722.151, 450, 150, 75
1900, -0.000116945, 722.617, 450, 150, 75
1910, -0.000116945, 723.058, 450, 150, 75
1920, -0.000116945, 723.6, 450, 150, 75
1930, -0.000116945, 724.038, 450, 150, 75
1940, -0.000116945, 724.14, 450, 150, 75
1950, -0.000116945, 724.206, 450, 150, 75
1960, -0.000116945, 724.211, 450, 150, 75
1970, -0.000116945, 724.147, 450, 150, 75
1980, -0.000116945, 723.856, 450, 150, 75
1990, -0.000116945, 723.304, 450, 150, 75
2000, -0.000116945, 722.376, 450, 150, 75
2010, -0.000116945, 721.912, 450, 150, 75
2020, -0.000116945, 721.615, 450, 150, 75
2030, -0.000116945, 721.424, 450, 150, 75
2040, -0.000116945, 721.055, 450, 150, 75
2050, -0.000116945, 720.665, 450, 150, 75
2060, -0.000116945, 720.372, 450, 150, 75
2070, -0.000116945, 719.903, 450, 150, 75
2080, -0.000116945, 719.493, 450, 150, 75
2090, -0.000116945, 719.268, 450, 150, 75
2100, -0.000116945, 719.533, 450, 150, 75
2110, -0.000116945, 720.092, 450, 150, 75
2120, -0.000116945, 720.463, 450, 150, 75
2130, -0.000116945, 720.596, 450, 150, 75
2140, -0.000116945, 720.682, 450, 150, 75
2150, -0.000116945, 720.841, 450, 150, 75
2160, -0.000116945, 720.955, 450, 150, 75
2170, -0.000116945, 720.876, 450, 150, 75
2180, -0.000116945, 720.598, 450, 150, 75
2190, -0.000116945, 720.757, 450, 150, 75
2200, -0.000116945, 720.804, 450, 150, 75
2210, -0.000116945, 720.888, 450, 150, 75
2220, -0.000116945, 720.909, 450, 150, 75
2230, -0.000116945, 720.859, 450, 150, 75
2240, -0.000116945, 720.824, 450, 150, 75
2250, -0.000116945, 720.733, 450, 150, 75
2260, -0.000116945, 720.687, 450, 150, 75
2270, -0.000116945, 720.82, 450, 150, 75
2280, -0.000116945, 720.809, 450, 150, 75
2290, -0.000116945, 720.256, 450, 150, 75
2300, -0.000116945, 719.453, 450, 150, 75
2310, -0.000116945, 718.905, 450, 150, 75
2320, -0.000116945, 718.532, 450, 150, 75
2330, -0.000116945, 718.376, 450, 150, 75
2340, -0.000116945, 718.306, 450, 150, 75
2350, -0.000116945, 718.289, 450, 150, 75
2360, -0.000116945, 718.578, 450, 150, 75
2370, -0.000116945, 719.05, 450, 150, 75
2380, -0.000116945, 719.533, 450, 150, 75
2390, -0.000116945, 719.732, 450, 150, 75
2400, -0.000116945, 719.833, 450, 150, 75
2410, -0.000116945, 719.703, 450, 150, 75
2420, -0.000116945, 719.026, 450, 150, 75
2430, -0.000116945, 718.205, 450, 150, 75
2440, -0.000116945, 717.622, 450, 150, 75
2450, -0.000116945, 717.411, 450, 150, 75
2460, -0.000116945, 717.375, 450, 150, 75
2470, -0.000116945, 717.556, 450, 150, 75
2480, -0.000116945, 717.403, 450, 150, 75
2490, -0.000116945, 716.863, 450, 150, 75
2500, -0.000116945, 716.173, 450, 150, 75
2510, -0.000116945, 715.845, 450, 150, 75
2520, -0.000116945, 715.677, 450, 150, 75
2530, -0.000116945, 715.567, 450, 150, 75
2540, -0.000116945, 715.61, 450, 150, 75
2550, -0.000116945, 715.774, 450, 150, 75
2560, -0.000116945, 716.018, 450, 150, 75
2570, -0.000116945, 716.141, 450, 150, 75
2580, -0.000116945, 716.605, 450, 150, 75
2590, -0.000116945, 717.002, 450, 150, 75
2600, -0.000116945, 717.236, 450, 150, 75
2610, -0.000116945, 717.229, 450, 150, 75
2620, -0.000116945, 717.175, 450, 150, 75
2630, -0.000116945, 717.17, 450, 150, 75
2640, -0.000116945, 716.869, 450, 150, 75
2650, -0.000116945, 716.641, 450, 150, 75
2660, -0.000116945, 716.345, 450, 150, 75
2670, -0.000116945, 716.062, 450, 150, 75
2680, -0.000116945, 715.791, 450, 150, 75
2690, -0.000116945, 715.421, 450, 150, 75
2700, -0.000116945, 715.128, 450, 150, 75
2710, -0.000116945, 714.862, 450, 150, 75
2720, -0.000116945, 714.796, 450, 150, 75
2730, -0.000116945, 714.938, 450, 150, 75
2740, -0.000116945, 715.272, 450, 150, 75
2750, -0.000116945, 715.447, 450, 150, 75
2760, -0.000116945, 715.302, 450, 150, 75
2770, -0.000116945, 715.289, 450, 150, 75
2780, -0.000116945, 714.623, 450, 150, 75
2790, -0.000116945, 713.724, 450, 150, 75
2800, -0.000116945, 712.911, 450, 150, 75
2810, -0.000116945, 712.626, 450, 150, 75
2820, -0.000116945, 712.49, 450, 150, 75
2830, -0.000116945, 712.561, 450, 150, 75
2840, -0.000116945, 712.57, 450, 150, 75
2850, -0.000116945, 712.41, 450, 150, 75
2860, -0.000116945, 712.163, 450, 150, 75
2870, -0.000116945, 712.111, 450, 150, 75
2880, -0.000116945, 712.093, 450, 150, 75
2890, -0.000116945, 712.103, 450, 150, 75
2900, -0.000116945, 711.914, 450, 150, 75
2910, -0.000116945, 711.693, 450, 150, 75
2920, -0.000116945, 711.582, 450, 150, 75
2930, -0.000116945, 711.368, 450, 150, 75
2940, -0.000116945, 710.966, 450, 150, 75
2950, -0.000116945, 710.596, 450, 150, 75
2960, -0.000116945, 709.944, 450, 150, 75
2970, -0.000116945, 708.998, 450, 150, 75
2980, -0.000116945, 708.131, 450, 150, 75
2990, -0.000116945, 707.171, 450, 150, 75
3000, -0.000116945, 706.339, 450, 150, 75
3010, -0.000116945, 705.307, 450, 150, 75
3020, -0.000116945, 704.262, 450, 150, 75
3030, -0.000116945, 703.298, 450, 150, 75
3040, -0.000116945, 702.714, 450, 150, 75
3050, -0.000116945, 702.264, 450, 150, 75
3060, -0.000116945, 701.549, 450, 150, 75
3070, -0.000116945, 700.494, 450, 150, 75
3080, -0.000116945, 699.67, 450, 150, 75
3090, -0.000116945, 698.98, 450, 150, 75
3100, -0.000116945, 698.799, 450, 150, 75
3110, -0.000116945, 698.732, 450, 150, 75
3120, -0.000116945, 698.675, 450, 150, 75
3130, -0.000116945, 698.858, 450, 150, 75
3140, -0.000116945, 699.357, 450, 150, 75
3150, -0.000116945, 699.691, 450, 150, 75
3160, -0.000116945, 700.265, 450, 150, 75
3170, -0.000116945, 701.321, 450, 150, 75
3180, -0.000116945, 702.205, 450, 150, 75
3190, -0.000116945, 703.222, 450, 150, 75
3200, -0.000116945, 704.237, 450, 150, 75
3210, -0.000116945, 705.322, 450, 150, 75
3220, -0.000116945, 706.498, 450, 150, 75
3230, -0.000116945, 707.496, 450, 150, 75
3240, -0.000116945, 708.559, 450, 150, 75
3250, -0.000116945, 709.418, 450, 150, 75
3260, -0.000116945, 710.141, 450, 150, 75
3270, -0.000116945, 710.706, 450, 150, 75
3280, -0.000116945, 711.26, 450, 150, 75
3290, -0.000116945, 711.802, 450, 150, 75
3300, -0.000116945, 711.978, 450, 150, 75
3310, -0.000116945, 711.984, 450, 150, 75
3320, -0.000116945, 712.023, 450, 150, 75
3330, -0.000116945, 712.204, 450, 150, 75
3340, -0.000116945, 711.996, 450, 150, 75
3350, -0.000116945, 711.628, 450, 150, 75
3360, -0.000116945, 711.424, 450, 150, 75
3370, -0.000116945, 711.483, 450, 150, 75
3380, -0.000116945, 711.223, 450, 150, 75
3390, -0.000116945, 710.916, 450, 150, 75
3400, -0.000116945, 710.28, 450, 150, 75
3410, -0.000116945, 709.64, 450, 150, 75
3420, -0.000116945, 708.573, 450, 150, 75
3430, -0.000116945, 707.654, 450, 150, 75
3440, -0.000116945, 707.089, 450, 150, 75
3450, -0.000116945, 706.601, 450, 150, 75
3460, -0.000116945, 705.902, 450, 150, 75
3470, -0.000116945, 705.128, 450, 150, 75
3480, -0.000116945, 704.536, 450, 150, 75
3490, -0.000116945, 703.771, 450, 150, 75
3500, -0.000116945, 703.401, 450, 150, 75
3510, -0.000116945, 703.354, 450, 150, 75
3520, -0.000116945, 703.568, 450, 150, 75
3530, -0.000116945, 703.876, 450, 150, 75
3540, -0.000116945, 704.272, 450, 150, 75
3550, -0.000116945, 704.691, 450, 150, 75
3560, -0.000116945, 705.102, 450, 150, 75
3570, -0.000116945, 705.63, 450, 150, 75
3580, -0.000116945, 706.261, 450, 150, 75
3590, -0.000116945, 706.961, 450, 150, 75
3600, -0.000116945, 707.667, 450, 150, 75
3610, -0.000116945, 708.305, 450, 150, 75
3620, -0.000116945, 708.645, 450, 150, 75
3630, -0.000116945, 709.112, 450, 150, 75
3640, -0.000116945, 709.665, 450, 150, 75
3650, -0.000116945, 710.292, 450, 150, 75
3660, -0.000116945, 710.629, 450, 150, 75
3670, -0.000116945, 710.804, 450, 150, 75
3680, -0.000116945, 710.893, 450, 150, 75
3690, -0.000116945, 711.002, 450, 150, 75
3700, -0.000116945, 711.247, 450, 150, 75
3710, -0.000116945, 711.794, 450, 150, 75
3720, -0.000116945, 712.399, 450, 150, 75
3730, -0.000116945, 712.707, 450, 150, 75
3740, -0.000116945, 712.942, 450, 150, 75
3750, -0.000116945, 713.242, 450, 150, 75
3760, -0.000116945, 713.482, 450, 150, 75
3770, -0.000116945, 713.689, 450, 150, 75
3780, -0.000116945, 713.913, 450, 150, 75
3790, -0.000116945, 714.121, 450, 150, 75
3800, -0.000116945, 713.815, 450, 150, 75
3810, -0.000116945, 713.354, 450, 150, 75
3820, -0.000116945, 712.827, 450, 150, 75
3830, -0.000116945, 712.191, 450, 150, 75
3840, -0.000116945, 711.395, 450, 150, 75
3850, -0.000116945, 710.573, 450, 150, 75
3860, -0.000116945, 709.969, 450, 150, 75
3870, -0.000116945, 709.268, 450, 150, 75
3880, -0.000116945, 708.658, 450, 150, 75
3890, -0.000116945, 708.355, 450, 150, 75
3900, -0.000116945, 708.254, 450, 150, 75
3910, -0.000116945, 708.395, 450, 150, 75
3920, -0.000116945, 708.31, 450, 150, 75
3930, -0.000116945, 708.393, 450, 150, 75
3940, -0.000116945, 708.463, 450, 150, 75
3950, -0.000116945, 708.611, 450, 150, 75
3960, -0.000116945, 708.603, 450, 150, 75
3970, -0.000116945, 708.043, 450, 150, 75
3980, -0.000116945, 707.702, 450, 150, 75
3990, -0.000116945, 707.473, 450, 150, 75
4000, -0.000116945, 707.344, 450, 150, 75
4010, -0.000116945, 707.483, 450, 150, 75
4020, -0.000116945, 707.945, 450, 150, 75
4030, -0.000116945, 708.354, 450, 150, 75
4040, -0.000116945, 708.605, 450, 150, 75
4050, -0.000116945, 708.563, 450, 150, 75
4060, -0.000116945, 708.439, 450, 150, 75
4070, -0.000116945, 708.304, 450, 150, 75
4080, -0.000116945, 708.492, 450, 150, 75
4090, -0.000116945, 708.739, 450, 150, 75
4100, -0.000116945, 708.807, 450, 150, 75
4110, -0.000116945, 708.826, 450, 150, 75
4120, -0.000116945, 708.918, 450, 150, 75
4130, -0.000116945, 708.936, 450, 150, 75
4140, -0.000116945, 708.858, 450, 150, 75
4150, -0.000116945, 708.809, 450, 150, 75
4160, -0.000116945, 708.813, 450, 150, 75
4170, -0.000116945, 708.758, 450, 150, 75
4180, -0.000116945, 708.613, 450, 150, 75
4190, -0.000116945, 708.07, 450, 150, 75
4200, -0.000116945, 707.558, 450, 150, 75
4210, -0.000116945, 706.794, 450, 150, 75
4220, -0.000116945, 705.868, 450, 150, 75
4230, -0.000116945, 705.156, 450, 150, 75
4240, -0.000116945, 704.452, 450, 150, 75
4250, -0.000116945, 703.896, 450, 150, 75
4260, -0.000116945, 703.617, 450, 150, 75
4270, -0.000116945, 703.276, 450, 150, 75
4280, -0.000116945, 702.989, 450, 150, 75
4290, -0.000116945, 702.638, 450, 150, 75
4300, -0.000116945, 702.274, 450, 150, 75
4310, -0.000116945, 702.134, 450, 150, 75
4320, -0.000116945, 702.445, 450, 150, 75
4330, -0.000116945, 702.668, 450, 150, 75
4340, -0.000116945, 702.905, 450, 150, 75
4350, -0.000116945, 703.175, 450, 150, 75
4360, -0.000116945, 703.557, 450, 150, 75
4370, -0.000116945, 704.019, 450, 150, 75
4380, -0.000116945, 704.399, 450, 150, 75
4390, -0.000116945, 704.577, 450, 150, 75
4400, -0.000116945, 704.667, 450, 150, 75
4410, -0.000116945, 704.483, 450, 150, 75
4420, -0.000116945, 703.981, 450, 150, 75
4430, -0.000116945, 703.465, 450, 150, 75
4440, -0.000116945, 703.132, 450, 150, 75
4450, -0.000116945, 702.804, 450, 150, 75
4460, -0.000116945, 702.673, 450, 150, 75
4470, -0.000116945, 702.772, 450, 150, 75
4480, -0.000116945, 702.959, 450, 150, 75
4490, -0.000116945, 703.483, 450, 150, 75
4500, -0.000116945, 704.064, 450, 150, 75
4510, -0.000116945, 704.567, 450, 150, 75
4520, -0.000116945, 704.725, 450, 150, 75
4530, -0.000116945, 704.65, 450, 150, 75
4540, -0.000116945, 704.507, 450, 150, 75
4550, -0.000116945, 704.476, 450, 150, 75
4560, -0.000116945, 704.425, 450, 150, 75
4570, -0.000116945, 704.401, 450, 150, 75
4580, -0.000116945, 704.311, 450, 150, 75
4590, -0.000116945, 704.534, 450, 150, 75
4600, -0.000116945, 704.419, 450, 150, 75
4610, -0.000116945, 704.094, 450, 150, 75
4620, -0.000116945, 703.88, 450, 150, 75
4630, -0.000116945, 703.614, 450, 150, 75
4640, -0.000116945, 703.393, 450, 150, 75
4650, -0.000116945, 703.262, 450, 150, 75
4660, -0.000116945, 703.444, 450, 150, 75
4670, -0.000116945, 703.759, 450, 150, 75
4680, -0.000116945, 703.999, 450, 150, 75
4690, -0.000116945, 704.122, 450, 150, 75
4700, -0.000116945, 704.462, 450, 150, 75
4710, -0.000116945, 704.695, 450, 150, 75
4720, -0.000116945, 704.833, 450, 150, 75
4730, -0.000116945, 704.969, 450, 150, 75
4740, -0.000116945, 704.889, 450, 150, 75
4750, -0.000116945, 705.14, 450, 150, 75
4760, -0.000116945, 705.293, 450, 150, 75
4770, -0.000116945, 705.402, 450, 150, 75
4780, -0.000116945, 705.496, 450, 150, 75
4790, -0.000116945, 705.664, 450, 150, 75
4800, -0.000116945, 705.91, 450, 150, 75
4810, -0.000116945, 706.22, 450, 150, 75
4820, -0.000116945, 706.695, 450, 150, 75
4830, -0.000116945, 706.931, 450, 150, 75
4840, -0.000116945, 707.136, 450, 150, 75
4850, -0.000116945, 707.361, 450, 150, 75
4860, -0.000116945, 707.858, 450, 150, 75
4870, -0.000116945, 708.475, 450, 150, 75
4880, -0.000116945, 709.206, 450, 150, 75
4890, -0.000116945, 709.839, 450, 150, 75
4900, -0.000116945, 710.334, 450, 150, 75
4910, -0.000116945, 710.858, 450, 150, 75
4920, -0.000116945, 711.316, 450, 150, 75
4930, -0.000116945, 711.714, 450, 150, 75
4940, -0.000116945, 711.82, 450, 150, 75
4950, -0.000116945, 712.075, 450, 150, 75
4960, -0.000116945, 712.434, 450, 150, 75
4970, -0.000116945, 712.728, 450, 150, 75
4980, -0.000116945, 712.993, 450, 150, 75
4990, -0.000116945, 713.105, 450, 150, 75
5000, -0.000116945, 713.371, 450, 150, 75
5010, -0.000116945, 714.012, 450, 150, 75
5020, -0.000116945, 714.407, 450, 150, 75
5030, -0.000116945, 714.669, 450, 150, 75
5040, -0.000116945, 715.102, 450, 150, 75
5050, -0.000116945, 715.436, 450, 150, 75
5060, -0.000116945, 715.679, 450, 150, 75
5070, -0.000116945, 715.999, 450, 150, 75
5080, -0.000116945, 716.335, 450, 150, 75
5090, -0.000116945, 716.658, 450, 150, 75
5100, -0.000116945, 716.87, 450, 150, 75
5110, -0.000116945, 716.74, 450, 150, 75
5120, -0.000116945, 716.503, 450, 150, 75
5130, -0.000116945, 716.337, 450, 150, 75
5140, -0.000116945, 716.286, 450, 150, 75
5150, -0.000116945, 715.958, 450, 150, 75
5160, -0.000116945, 715.952, 450, 150, 75
5170, -0.000116945, 716.006, 450, 150, 75
5180, -0.000116945, 715.974, 450, 150, 75
5190, -0.000116945, 715.918, 450, 150, 75
5200, -0.000116945, 715.69, 450, 150, 75
5210, -0.000116945, 715.668, 450, 150, 75
5220, -0.000116945, 716.011, 450, 150, 75
5230, -0.000116945, 716.765, 450, 150, 75
5240, -0.000116945, 717.409, 450, 150, 75
5250, -0.000116945, 717.645, 450, 150, 75
5260, -0.000116945, 717.829, 450, 150, 75
5270, -0.000116945, 717.949, 450, 150, 75
5280, -0.000116945, 717.98, 450, 150, 75
5290, -0.000116945, 718.103, 450, 150, 75
5300, -0.000116945, 717.994, 450, 150, 75
5310, -0.000116945, 717.901, 450, 150, 75
5320, -0.000116945, 717.712, 450, 150, 75
5330, -0.000116945, 717.546, 450, 150, 75
5340, -0.000116945, 717.11, 450, 150, 75
5350, -0.000116945, 717.066, 450, 150, 75
5360, -0.000116945, 717.297, 450, 150, 75
5370, -0.000116945, 717.77, 450, 150, 75
5380, -0.000116945, 718.252, 450, 150, 75
5390, -0.000116945, 718.688, 450, 150, 75
5400, -0.000116945, 718.953, 450, 150, 75
5410, -0.000116945, 719.27, 450, 150, 75
5420, -0.000116945, 719.633, 450, 150, 75
5430, -0.000116945, 720.08, 450, 150, 75
5440, -0.000116945, 720.211, 450, 150, 75
5450, -0.000116945, 720.164, 450, 150, 75
5460, -0.000116945, 720.112, 450, 150, 75
5470, -0.000116945, 720.053, 450, 150, 75
5480, -0.000116945, 719.916, 450, 150, 75
5490, -0.000116945, 719.729, 450, 150, 75
5500, -0.000116945, 719.615, 450, 150, 75
5510, -0.000116945, 719.441, 450, 150, 75
5520, -0.000116945, 719.443, 450, 150, 75
5530, -0.000116945, 719.453, 450, 150, 75
5540, -0.000116945, 719.598, 450, 150, 75
5550, -0.000116945, 719.62, 450, 150, 75
5560, -0.000116945, 719.504, 450, 150, 75
5570, -0.000116945, 719.542, 450, 150, 75
5580, -0.000116945, 719.744, 450, 150, 75
5590, -0.000116945, 719.767, 450, 150, 75
5600, -0.000116945, 719.661, 450, 150, 75
5610, -0.000116945, 719.478, 450, 150, 75
5620, -0.000116945, 719.117, 450, 150, 75
5630, -0.000116945, 718.933, 450, 150, 75
5640, -0.000116945, 718.83, 450, 150, 75
5650, -0.000116945, 718.73, 450, 150, 75
5660, -0.000116945, 718.474, 450, 150, 75
5670, -0.000116945, 718.18, 450, 150, 75
5680, -0.000116945, 717.936, 450, 150, 75
5690, -0.000116945, 718.03, 450, 150, 75
5700, -0.000116945, 718.524, 450, 150, 75
5710, -0.000116945, 718.875, 450, 150, 75
5720, -0.000116945, 719.197, 450, 150, 75
5730, -0.000116945, 719.415, 450, 150, 75
5740, -0.000116945, 719.6, 450, 150, 75
5750, -0.000116945, 719.929, 450, 150, 75
5760, -0.000116945, 720.162, 450, 150, 75
5770, -0.000116945, 719.964, 450, 150, 75
5780, -0.000116945, 719.862, 450, 150, 75
5790, -0.000116945, 719.804, 450, 150, 75
5800, -0.000116945, 719.845, 450, 150, 75
5810, -0.000116945, 720.257, 450, 150, 75
5820, -0.000116945, 720.602, 450, 150, 75
5830, -0.000116945, 720.869, 450, 150, 75
5840, -0.000116945, 721.276, 450, 150, 75
5850, -0.000116945, 721.567, 450, 150, 75
5860, -0.000116945, 721.816, 450, 150, 75
