time, x, y, centre_left_distance, centre_right_distance, nu
3760, 0.0328489, 707.863, 450, 150, 75
3770, 0.0328489, 707.306, 450, 150, 75
3780, 0.0328489, 706.852, 450, 150, 75
3790, 0.0328489, 706.25, 450, 150, 75
3800, 0.0328489, 705.691, 450, 150, 75
3810, 0.0328489, 705.214, 450, 150, 75
3820, 0.0328489, 704.932, 450, 150, 75
3830, 0.0328489, 704.595, 450, 150, 75
3840, 0.0328489, 704.341, 450, 150, 75
3850, 0.0328489, 704.164, 450, 150, 75
3860, 0.0328489, 704.109, 450, 150, 75
3870, 0.0328489, 704.073, 450, 150, 75
3880, 0.0328489, 704, 450, 150, 75
3890, 0.0328489, 704.407, 450, 150, 75
3900, 0.0328489, 704.621, 450, 150, 75
3910, 0.0328489, 704.316, 450, 150, 75
3920, 0.0328489, 704.2, 450, 150, 75
3930, 0.0328489, 704.052, 450, 150, 75
3940, 0.0328489, 703.929, 450, 150, 75
3950, 0.0328489, 703.975, 450, 150, 75
3960, 0.0328489, 704.273, 450, 150, 75
3970, 0.0328489, 704.555, 450, 150, 75
3980, 0.0328489, 704.782, 450, 150, 75
3990, 0.0328489, 704.888, 450, 150, 75
4000, 0.0328489, 705.307, 450, 150, 75
4010, 0.0328489, 705.769, 450, 150, 75
4020, 0.0328489, 706.352, 450, 150, 75
4030, 0.0328489, 706.92, 450, 150, 75
4040, 0.0328489, 707.422, 450, 150, 75
4050, 0.0328489, 707.89, 450, 150, 75
4060, 0.0328489, 708.447, 450, 150, 75
4070, 0.0328489, 708.883, 450, 150, 75
4080, 0.0328489, 709.396, 450, 150, 75
4090, 0.0328489, 709.913, 450, 150, 75
4100, 0.0328489, 710.13, 450, 150, 75
4110, 0.0328489, 710.708, 450, 150, 75
4120, 0.0328489, 711.348, 450, 150, 75
4130, 0.0328489, 711.908, 450, 150, 75
4140, 0.0328489, 712.419, 450, 150, 75
4150, 0.0328489, 712.731, 450, 150, 75
4160, 0.0328489, 713.051, 450, 150, 75
4170, 0.0328489, 713.235, 450, 150, 75
4180, 0.0328489, 713.284, 450, 150, 75
4190, 0.0328489, 713.236, 450, 150, 75
4200, 0.0328489, 713.133, 450, 150, 75
4210, 0.0328489, 712.806, 450, 150, 75
4220, 0.0328489, 712.484, 450, 150, 75
4230, 0.0328489, 712.319, 450, 150, 75
4240, 0.0328489, 712.413, 450, 150, 75
4250, 0.0328489, 712.371, 450, 150, 75
4260, 0.0328489, 712.492, 450, 150, 75
4270, 0.0328489, 712.778, 450, 150, 75
4280, 0.0328489, 713.068, 450, 150, 75
4290, 0.0328489, 713.574, 450, 150, 75
4300, 0.0328489, 714.111, 450, 150, 75
4310, 0.0328489, 714.253, 450, 150, 75
4320, 0.0328489, 714.467, 450, 150, 75
4330, 0.0328489, 715.055, 450, 150, 75
4340, 0.0328489, 715.402, 450, 150, 75
4350, 0.0328489, 715.696, 450, 150, 75
4360, 0.0328489, 715.918, 450, 150, 75
4370, 0.0328489, 716.159, 450, 150, 75
4380, 0.0328489, 716.509, 450, 150, 75
4390, 0.0328489, 716.591, 450, 150, 75
4400, 0.0328489, 716.854, 450, 150, 75
4410, 0.0328489, 716.98, 450, 150, 75
4420, 0.0328489, 716.954, 450, 150, 75
4430, 0.0328489, 716.845, 450, 150, 75
4440, 0.0328489, 717.085, 450, 150, 75
4450, 0.0328489, 717.587, 450, 150, 75
4460, 0.0328489, 718.015, 450, 150, 75
4470, 0.0328489, 718.414, 450, 150, 75
4480, 0.0328489, 718.78, 450, 150, 75
4490, 0.0328489, 719.513, 450, 150, 75
4500, 0.0328489, 720.18, 450, 150, 75
4510, 0.0328489, 720.513, 450, 150, 75
4520, 0.0328489, 720.511, 450, 150, 75
4530, 0.0328489, 720.529, 450, 150, 75
4540, 0.0328489, 720.44, 450, 150, 75
4550, 0.0328489, 720.39, 450, 150, 75
4560, 0.0328489, 720.323, 450, 150, 75
4570, 0.0328489, 720.071, 450, 150, 75
4580, 0.0328489, 720.04, 450, 150, 75
4590, 0.0328489, 720.137, 450, 150, 75
4600, 0.0328489, 720.058, 450, 150, 75
4610, 0.0328489, 720.029, 450, 150, 75
4620, 0.0328489, 720.184, 450, 150, 75
4630, 0.0328489, 720.244, 450, 150, 75
4640, 0.0328489, 720.146, 450, 150, 75
4650, 0.0328489, 720.259, 450, 150, 75
4660, 0.0328489, 720.568, 450, 150, 75
4670, 0.0328489, 720.98, 450, 150, 75
4680, 0.0328489, 721.43, 450, 150, 75
4690, 0.0328489, 721.774, 450, 150, 75
4700, 0.0328489, 722.15, 450, 150, 75
4710, 0.0328489, 722.371, 450, 150, 75
4720, 0.0328489, 722.616, 450, 150, 75
4730, 0.0328489, 722.752, 450, 150, 75
4740, 0.0328489, 722.786, 450, 150, 75
4750, 0.0328489, 722.848, 450, 150, 75
4760, 0.0328489, 722.709, 450, 150, 75
4770, 0.0328489, 722.16, 450, 150, 75
4780, 0.0328489, 721.975, 450, 150, 75
4790, 0.0328489, 721.589, 450, 150, 75
4800, 0.0328489, 721.183, 450, 150, 75
4810, 0.0328489, 720.841, 450, 150, 75
4820, 0.0328489, 720.345, 450, 150, 75
4830, 0.0328489, 720.163, 450, 150, 75
4840, 0.0328489, 720.121, 450, 150, 75
4850, 0.0328489, 720.237, 450, 150, 75
4860, 0.0328489, 720.25, 450, 150, 75
4870, 0.0328489, 720.241, 450, 150, 75
4880, 0.0328489, 720.253, 450, 150, 75
4890, 0.0328489, 720.539, 450, 150, 75
4900, 0.0328489, 720.633, 450, 150, 75
4910, 0.0328489, 720.999, 450, 150, 75
4920, 0.0328489, 721.153, 450, 150, 75
4930, 0.0328489, 720.942, 450, 150, 75
4940, 0.0328489, 720.838, 450, 150, 75
4950, 0.0328489, 720.926, 450, 150, 75
4960, 0.0328489, 720.718, 450, 150, 75
4970, 0.0328489, 720.375, 450, 150, 75
4980, 0.0328489, 720.297, 450, 150, 75
4990, 0.0328489, 720.244, 450, 150, 75
5000, 0.0328489, 720.542, 450, 150, 75
5010, 0.0328489, 720.463, 450, 150, 75
5020, 0.0328489, 720.311, 450, 150, 75
5030, 0.0328489, 720.25, 450, 150, 75
5040, 0.0328489, 720.183, 450, 150, 75
5050, 0.0328489, 720.057, 450, 150, 75
5060, 0.0328489, 720.006, 450, 150, 75
5070, 0.0328489, 719.811, 450, 150, 75
5080, 0.0328489, 719.469, 450, 150, 75
5090, 0.0328489, 719.08, 450, 150, 75
5100, 0.0328489, 719.068, 450, 150, 75
5110, 0.0328489, 719.264, 450, 150, 75
5120, 0.0328489, 719.382, 450, 150, 75
5130, 0.0328489, 719.639, 450, 150, 75
5140, 0.0328489, 719.947, 450, 150, 75
5150, 0.0328489, 720.375, 450, 150, 75
5160, 0.0328489, 720.732, 450, 150, 75
5170, 0.0328489, 721.133, 450, 150, 75
5180, 0.0328489, 721.496, 450, 150, 75
5190, 0.0328489, 721.606, 450, 150, 75
5200, 0.0328489, 721.572, 450, 150, 75
5210, 0.0328489, 721.477, 450, 150, 75
5220, 0.0328489, 721.207, 450, 150, 75
5230, 0.0328489, 721.32, 450, 150, 75
5240, 0.0328489, 721.333, 450, 150, 75
5250, 0.0328489, 721.349, 450, 150, 75
5260, 0.0328489, 721.35, 450, 150, 75
5270, 0.0328489, 721.257, 450, 150, 75
5280, 0.0328489, 721.068, 450, 150, 75
5290, 0.0328489, 721.06, 450, 150, 75
5300, 0.0328489, 721.292, 450, 150, 75
5310, 0.0328489, 721.396, 450, 150, 75
5320, 0.0328489, 721.71, 450, 150, 75
5330, 0.0328489, 721.794, 450, 150, 75
5340, 0.0328489, 721.96, 450, 150, 75
5350, 0.0328489, 722.241, 450, 150, 75
5360, 0.0328489, 722.263, 450, 150, 75
5370, 0.0328489, 722.158, 450, 150, 75
5380, 0.0328489, 721.874, 450, 150, 75
5390, 0.0328489, 721.656, 450, 150, 75
5400, 0.0328489, 721.167, 450, 150, 75
5410, 0.0328489, 720.376, 450, 150, 75
5420, 0.0328489, 719.795, 450, 150, 75
5430, 0.0328489, 719.414, 450, 150, 75
5440, 0.0328489, 718.964, 450, 150, 75
5450, 0.0328489, 718.905, 450, 150, 75
5460, 0.0328489, 719.024, 450, 150, 75
5470, 0.0328489, 719.397, 450, 150, 75
5480, 0.0328489, 719.806, 450, 150, 75
5490, 0.0328489, 720.111, 450, 150, 75
5500, 0.0328489, 720.386, 450, 150, 75
5510, 0.0328489, 720.768, 450, 150, 75
5520, 0.0328489, 720.987, 450, 150, 75
5530, 0.0328489, 721.101, 450, 150, 75
5540, 0.0328489, 721.304, 450, 150, 75
5550, 0.0328489, 721.597, 450, 150, 75
5560, 0.0328489, 721.942, 450, 150, 75
5570, 0.0328489, 722.151, 450, 150, 75
5580, 0.0328489, 722.336, 450, 150, 75
5590, 0.0328489, 722.659, 450, 150, 75
5600, 0.0328489, 722.951, 450, 150, 75
5610, 0.0328489, 722.968, 450, 150, 75
5620, 0.0328489, 723.062, 450, 150, 75
5630, 0.0328489, 723.309, 450, 150, 75
5640, 0.0328489, 723.576, 450, 150, 75
5650, 0.0328489, 723.764, 450, 150, 75
5660, 0.0328489, 724.008, 450, 150, 75
5670, 0.0328489, 724.265, 450, 150, 75
5680, 0.0328489, 724.126, 450, 150, 75
5690, 0.0328489, 723.989, 450, 150, 75
5700, 0.0328489, 724.048, 450, 150, 75
5710, 0.0328489, 724.071, 450, 150, 75
5720, 0.0328489, 723.91, 450, 150, 75
5730, 0.0328489, 723.913, 450, 150, 75
5740, 0.0328489, 723.955, 450, 150, 75
5750, 0.0328489, 723.813, 450, 150, 75
5760, 0.0328489, 723.175, 450, 150, 75
5770, 0.0328489, 722.76, 450, 150, 75
5780, 0.0328489, 722.421, 450, 150, 75
5790, 0.0328489, 722.117, 450, 150, 75
5800, 0.0328489, 721.713, 450, 150, 75
5810, 0.0328489, 721.322, 450, 150, 75
5820, 0.0328489, 720.859, 450, 150, 75
5830, 0.0328489, 720.362, 450, 150, 75
5840, 0.0328489, 719.965, 450, 150, 75
5850, 0.0328489, 720.181, 450, 150, 75
5860, 0.0328489, 720.433, 450, 150, 75
5870, 0.0328489, 720.597, 450, 150, 75
5880, 0.0328489, 720.69, 450, 150, 75
5890, 0.0328489, 720.885, 450, 150, 75
5900, 0.0328489, 721.066, 450, 150, 75
5910, 0.0328489, 721.033, 450, 150, 75
5920, 0.0328489, 720.903, 450, 150, 75
5930, 0.0328489, 721.046, 450, 150, 75
5940, 0.0328489, 721.461, 450, 150, 75
5950, 0.0328489, 721.925, 450, 150, 75
5960, 0.0328489, 722.442, 450, 150, 75
5970, 0.0328489, 722.86, 450, 150, 75
5980, 0.0328489, 722.865, 450, 150, 75
5990, 0.0328489, 722.814, 450, 150, 75
6000, 0.0328489, 722.819, 450, 150, 75
6010, 0.0328489, 722.99, 450, 150, 75
6020, 0.0328489, 723.108, 450, 150, 75
6030, 0.0328489, 723.223, 450, 150, 75
6040, 0.0328489, 723.483, 450, 150, 75
6050, 0.0328489, 723.841, 450, 150, 75
6060, 0.0328489, 724.487, 450, 150, 75
6070, 0.0328489, 725.023, 450, 150, 75
6080, 0.0328489, 725.47, 450, 150, 75
6090, 0.0328489, 725.748, 450, 150, 75
6100, 0.0328489, 725.898, 450, 150, 75
6110, 0.0328489, 725.912, 450, 150, 75
6120, 0.0328489, 726.12, 450, 150, 75
6130, 0.0328489, 726.447, 450, 150, 75
6140, 0.0328489, 726.873, 450, 150, 75
6150, 0.0328489, 727.134, 450, 150, 75
6160, 0.0328489, 727.221, 450, 150, 75
6170, 0.0328489, 727.256, 450, 150, 75
6180, 0.0328489, 727.413, 450, 150, 75
6190, 0.0328489, 727.558, 450, 150, 75
6200, 0.0328489, 727.887, 450, 150, 75
6210, 0.0328489, 728.346, 450, 150, 75
6220, 0.0328489, 728.679, 450, 150, 75
6230, 0.0328489, 728.624, 450, 150, 75
6240, 0.0328489, 728.867, 450, 150, 75
6250, 0.0328489, 728.997, 450, 150, 75
6260, 0.0328489, 728.992, 450, 150, 75
6270, 0.0328489, 729.072, 450, 150, 75
6280, 0.0328489, 729.052, 450, 150, 75
6290, 0.0328489, 728.988, 450, 150, 75
6300, 0.0328489, 728.86, 450, 150, 75
6310, 0.0328489, 728.794, 450, 150, 75
6320, 0.0328489, 728.65, 450, 150, 75
6330, 0.0328489, 728.696, 450, 150, 75
6340, 0.0328489, 728.383, 450, 150, 75
6350, 0.0328489, 727.952, 450, 150, 75
6360, 0.0328489, 727.575, 450, 150, 75
6370, 0.0328489, 727.244, 450, 150, 75
6380, 0.0328489, 727.192, 450, 150, 75
6390, 0.0328489, 727.234, 450, 150, 75
6400, 0.0328489, 727.517, 450, 150, 75
6410, 0.0328489, 727.876, 450, 150, 75
6420, 0.0328489, 727.991, 450, 150, 75
6430, 0.0328489, 727.799, 450, 150, 75
6440, 0.0328489, 727.474, 450, 150, 75
6450, 0.0328489, 726.936, 450, 150, 75
6460, 0.0328489, 726.357, 450, 150, 75
6470, 0.0328489, 725.886, 450, 150, 75
6480, 0.0328489, 725.698, 450, 150, 75
6490, 0.0328489, 725.479, 450, 150, 75
6500, 0.0328489, 725.326, 450, 150, 75
6510, 0.0328489, 725.175, 450, 150, 75
6520, 0.0328489, 724.925, 450, 150, 75
6530, 0.0328489, 724.558, 450, 150, 75
6540, 0.0328489, 724.435, 450, 150, 75
6550, 0.0328489, 724.349, 450, 150, 75
6560, 0.0328489, 724.122, 450, 150, 75
6570, 0.0328489, 724.067, 450, 150, 75
6580, 0.0328489, 724.323, 450, 150, 75
6590, 0.0328489, 724.426, 450, 150, 75
6600, 0.0328489, 724.473, 450, 150, 75
6610, 0.0328489, 724.603, 450, 150, 75
6620, 0.0328489, 724.669, 450, 150, 75
6630, 0.0328489, 724.591, 450, 150, 75
6640, 0.0328489, 724.267, 450, 150, 75
6650, 0.0328489, 724.025, 450, 150, 75
6660, 0.0328489, 723.572, 450, 150, 75
6670, 0.0328489, 723.372, 450, 150, 75
6680, 0.0328489, 723.437, 450, 150, 75
6690, 0.0328489, 723.652, 450, 150, 75
6700, 0.0328489, 723.95, 450, 150, 75
6710, 0.0328489, 724.24, 450, 150, 75
6720, 0.0328489, 724.196, 450, 150, 75
6730, 0.0328489, 724.219, 450, 150, 75
6740, 0.0328489, 723.926, 450, 150, 75
6750, 0.0328489, 723.543, 450, 150, 75
6760, 0.0328489, 723.132, 450, 150, 75
6770, 0.0328489, 722.71, 450, 150, 75
6780, 0.0328489, 722.323, 450, 150, 75
6790, 0.0328489, 722.16, 450, 150, 75
6800, 0.0328489, 721.886, 450, 150, 75
6810, 0.0328489, 721.715, 450, 150, 75
6820, 0.0328489, 721.568, 450, 150, 75
6830, 0.0328489, 721.551, 450, 150, 75
6840, 0.0328489, 722.09, 450, 150, 75
6850, 0.0328489, 722.608, 450, 150, 75
6860, 0.0328489, 722.863, 450, 150, 75
6870, 0.0328489, 723.245, 450, 150, 75
6880, 0.0328489, 723.446, 450, 150, 75
6890, 0.0328489, 723.433, 450, 150, 75
6900, 0.0328489, 723.319, 450, 150, 75
6910, 0.0328489, 723.568, 450, 150, 75
6920, 0.0328489, 723.985, 450, 150, 75
6930, 0.0328489, 724.2, 450, 150, 75
6940, 0.0328489, 724.21, 450, 150, 75
6950, 0.0328489, 724.177, 450, 150, 75
6960, 0.0328489, 724.09, 450, 150, 75
6970, 0.0328489, 724.122, 450, 150, 75
6980, 0.0328489, 724.025, 450, 150, 75
6990, 0.0328489, 723.861, 450, 150, 75
7000, 0.0328489, 723.808, 450, 150, 75
7010, 0.0328489, 723.751, 450, 150, 75
7020, 0.0328489, 723.41, 450, 150, 75
7030, 0.0328489, 723.195, 450, 150, 75
7040, 0.0328489, 723.096, 450, 150, 75
7050, 0.0328489, 723.354, 450, 150, 75
7060, 0.0328489, 723.38, 450, 150, 75
7070, 0.0328489, 723.555, 450, 150, 75
7080, 0.0328489, 723.875, 450, 150, 75
7090, 0.0328489, 724.105, 450, 150, 75
7100, 0.0328489, 724.258, 450, 150, 75
7110, 0.0328489, 724.173, 450, 150, 75
7120, 0.0328489, 724.108, 450, 150, 75
7130, 0.0328489, 724.085, 450, 150, 75
7140, 0.0328489, 724.172, 450, 150, 75
7150, 0.0328489, 724.249, 450, 150, 75
7160, 0.0328489, 724.381, 450, 150, 75
7170, 0.0328489, 724.356, 450, 150, 75
7180, 0.0328489, 724.084, 450, 150, 75
7190, 0.0328489, 723.675, 450, 150, 75
7200, 0.0328489, 722.844, 450, 150, 75
7210, 0.0328489, 722.108, 450, 150, 75
7220, 0.0328489, 721.534, 450, 150, 75
7230, 0.0328489, 720.968, 450, 150, 75
7240, 0.0328489, 720.458, 450, 150, 75
7250, 0.0328489, 720.238, 450, 150, 75
7260, 0.0328489, 719.998, 450, 150, 75
7270, 0.0328489, 719.946, 450, 150, 75
7280, 0.0328489, 719.62, 450, 150, 75
7290, 0.0328489, 719.2, 450, 150, 75
7300, 0.0328489, 718.959, 450, 150, 75
7310, 0.0328489, 719.002, 450, 150, 75
7320, 0.0328489, 719.167, 450, 150, 75
7330, 0.0328489, 719.581, 450, 150, 75
7340, 0.0328489, 720.002, 450, 150, 75
7350, 0.0328489, 720.515, 450, 150, 75
7360, 0.0328489, 721.1, 450, 150, 75
7370, 0.0328489, 721.735, 450, 150, 75
7380, 0.0328489, 722.429, 450, 150, 75
7390, 0.0328489, 723.314, 450, 150, 75
7400, 0.0328489, 723.877, 450, 150, 75
7410, 0.0328489, 723.881, 450, 150, 75
7420, 0.0328489, 723.854, 450, 150, 75
7430, 0.0328489, 723.898, 450, 150, 75
7440, 0.0328489, 723.795, 450, 150, 75
7450, 0.0328489, 723.776, 450, 150, 75
7460, 0.0328489, 723.379, 450, 150, 75
7470, 0.0328489, 723.002, 450, 150, 75
7480, 0.0328489, 722.7, 450, 150, 75
7490, 0.0328489, 722.556, 450, 150, 75
7500, 0.0328489, 722.619, 450, 150, 75
7510, 0.0328489, 722.483, 450, 150, 75
7520, 0.0328489, 722.25, 450, 150, 75
7530, 0.0328489, 722.192, 450, 150, 75
7540, 0.0328489, 722.136, 450, 150, 75
7550, 0.0328489, 721.798, 450, 150, 75
7560, 0.0328489, 721.686, 450, 150, 75
7570, 0.0328489, 721.612, 450, 150, 75
7580, 0.0328489, 721.208, 450, 150, 75
7590, 0.0328489, 720.877, 450, 150, 75
7600, 0.0328489, 720.661, 450, 150, 75
7610, 0.0328489, 720.426, 450, 150, 75
7620, 0.0328489, 720.235, 450, 150, 75
7630, 0.0328489, 720.129, 450, 150, 75
7640, 0.0328489, 720.372, 450, 150, 75
7650, 0.0328489, 720.755, 450, 150, 75
7660, 0.0328489, 721.144, 450, 150, 75
7670, 0.0328489, 721.345, 450, 150, 75
7680, 0.0328489, 721.519, 450, 150, 75
7690, 0.0328489, 721.293, 450, 150, 75
7700, 0.0328489, 720.901, 450, 150, 75
7710, 0.0328489, 720.408, 450, 150, 75
7720, 0.0328489, 719.879, 450, 150, 75
7730, 0.0328489, 719.384, 450, 150, 75
7740, 0.0328489, 718.768, 450, 150, 75
7750, 0.0328489, 717.679, 450, 150, 75
7760, 0.0328489, 716.582, 450, 150, 75
7770, 0.0328489, 715.609, 450, 150, 75
7780, 0.0328489, 714.889, 450, 150, 75
7790, 0.0328489, 714.357, 450, 150, 75
7800, 0.0328489, 714.057, 450, 150, 75
7810, 0.0328489, 714.173, 450, 150, 75
7820, 0.0328489, 714.333, 450, 150, 75
7830, 0.0328489, 714.525, 450, 150, 75
7840, 0.0328489, 714.498, 450, 150, 75
7850, 0.0328489, 714.491, 450, 150, 75
7860, 0.0328489, 714.438, 450, 150, 75
7870, 0.0328489, 714.458, 450, 150, 75
7880, 0.0328489, 714.897, 450, 150, 75
7890, 0.0328489, 715.442, 450, 150, 75
7900, 0.0328489, 715.786, 450, 150, 75
7910, 0.0328489, 716.09, 450, 150, 75
7920, 0.0328489, 716.134, 450, 150, 75
7930, 0.0328489, 716.185, 450, 150, 75
7940, 0.0328489, 716.409, 450, 150, 75
7950, 0.0328489, 716.673, 450, 150, 75
7960, 0.0328489, 716.857, 450, 150, 75
7970, 0.0328489, 717.131, 450, 150, 75
7980, 0.0328489, 717.353, 450, 150, 75
7990, 0.0328489, 717.438, 450, 150, 75
8000, 0.0328489, 717.509, 450, 150, 75
8010, 0.0328489, 717.691, 450, 150, 75
8020, 0.0328489, 717.74, 450, 150, 75
8030, 0.0328489, 717.908, 450, 150, 75
8040, 0.0328489, 718.033, 450, 150, 75
8050, 0.0328489, 718.59, 450, 150, 75
8060, 0.0328489, 719.278, 450, 150, 75
8070, 0.0328489, 720.047, 450, 150, 75
8080, 0.0328489, 720.825, 450, 150, 75
8090, 0.0328489, 721.402, 450, 150, 75
8100, 0.0328489, 721.82, 450, 150, 75
8110, 0.0328489, 722.286, 450, 150, 75
8120, 0.0328489, 722.896, 450, 150, 75
8130, 0.0328489, 723.764, 450, 150, 75
8140, 0.0328489, 724.504, 450, 150, 75
8150, 0.0328489, 725.103, 450, 150, 75
8160, 0.0328489, 725.711, 450, 150, 75
8170, 0.0328489, 726.462, 450, 150, 75
8180, 0.0328489, 727.158, 450, 150, 75
8190, 0.0328489, 727.437, 450, 150, 75
8200, 0.0328489, 727.05, 450, 150, 75
8210, 0.0328489, 726.505, 450, 150, 75
8220, 0.0328489, 725.829, 450, 150, 75
8230, 0.0328489, 725.144, 450, 150, 75
8240, 0.0328489, 724.733, 450, 150, 75
8250, 0.0328489, 724.237, 450, 150, 75
8260, 0.0328489, 723.836, 450, 150, 75
8270, 0.0328489, 723.839, 450, 150, 75
8280, 0.0328489, 724.084, 450, 150, 75
8290, 0.0328489, 724.255, 450, 150, 75
8300, 0.0328489, 724.356, 450, 150, 75
8310, 0.0328489, 724.568, 450, 150, 75
8320, 0.0328489, 725.016, 450, 150, 75
8330, 0.0328489, 725.547, 450, 150, 75
8340, 0.0328489, 726.344, 450, 150, 75
8350, 0.0328489, 726.721, 450, 150, 75
8360, 0.0328489, 727.067, 450, 150, 75
8370, 0.0328489, 727.074, 450, 150, 75
8380, 0.0328489, 727.178, 450, 150, 75
8390, 0.0328489, 727.379, 450, 150, 75
8400, 0.0328489, 727.822, 450, 150, 75
8410, 0.0328489, 728.076, 450, 150, 75
8420, 0.0328489, 728.278, 450, 150, 75
8430, 0.0328489, 728.148, 450, 150, 75
8440, 0.0328489, 728.003, 450, 150, 75
8450, 0.0328489, 727.665, 450, 150, 75
8460, 0.0328489, 727.665, 450, 150, 75
8470, 0.0328489, 728.02, 450, 150, 75
8480, 0.0328489, 728.383, 450, 150, 75
8490, 0.0328489, 728.641, 450, 150, 75
8500, 0.0328489, 729.013, 450, 150, 75
8510, 0.0328489, 729.449, 450, 150, 75
8520, 0.0328489, 729.791, 450, 150, 75
8530, 0.0328489, 729.781, 450, 150, 75
8540, 0.0328489, 729.391, 450, 150, 75
8550, 0.0328489, 729.039, 450, 150, 75
8560, 0.0328489, 728.808, 450, 150, 75
8570, 0.0328489, 728.519, 450, 150, 75
8580, 0.0328489, 727.957, 450, 150, 75
8590, 0.0328489, 727.355, 450, 150, 75
8600, 0.0328489, 726.929, 450, 150, 75
8610, 0.0328489, 726.511, 450, 150, 75
8620, 0.0328489, 726.072, 450, 150, 75
8630, 0.0328489, 725.934, 450, 150, 75
8640, 0.0328489, 725.952, 450, 150, 75
8650, 0.0328489, 725.926, 450, 150, 75
8660, 0.0328489, 725.84, 450, 150, 75
8670, 0.0328489, 725.634, 450, 150, 75
8680, 0.0328489, 725.172, 450, 150, 75
8690, 0.0328489, 724.877, 450, 150, 75
8700, 0.0328489, 724.691, 450, 150, 75
8710, 0.0328489, 724.677, 450, 150, 75
8720, 0.0328489, 724.393, 450, 150, 75
8730, 0.0328489, 723.68, 450, 150, 75
8740, 0.0328489, 722.965, 450, 150, 75
8750, 0.0328489, 722.034, 450, 150, 75
8760, 0.0328489, 721.17, 450, 150, 75
8770, 0.0328489, 720.761, 450, 150, 75
8780, 0.0328489, 720.494, 450, 150, 75
8790, 0.0328489, 719.946, 450, 150, 75
8800, 0.0328489, 719.108, 450, 150, 75
8810, 0.0328489, 718.399, 450, 150, 75
8820, 0.0328489, 717.8, 450, 150, 75
8830, 0.0328489, 717.531, 450, 150, 75
8840, 0.0328489, 717.306, 450, 150, 75
8850, 0.0328489, 717.355, 450, 150, 75
8860, 0.0328489, 717.526, 450, 150, 75
8870, 0.0328489, 717.786, 450, 150, 75
8880, 0.0328489, 718.181, 450, 150, 75
8890, 0.0328489, 718.341, 450, 150, 75
8900, 0.0328489, 718.633, 450, 150, 75
8910, 0.0328489, 719.04, 450, 150, 75
8920, 0.0328489, 719.59, 450, 150, 75
8930, 0.0328489, 720.154, 450, 150, 75
8940, 0.0328489, 720.655, 450, 150, 75
8950, 0.0328489, 721.094, 450, 150, 75
8960, 0.0328489, 721.569, 450, 150, 75
8970, 0.0328489, 722.021, 450, 150, 75
8980, 0.0328489, 722.445, 450, 150, 75
8990, 0.0328489, 722.762, 450, 150, 75
9000, 0.0328489, 723.2, 450, 150, 75
9010, 0.0328489, 723.506, 450, 150, 75
9020, 0.0328489, 723.779, 450, 150, 75
9030, 0.0328489, 723.794, 450, 150, 75
9040, 0.0328489, 723.462, 450, 150, 75
9050, 0.0328489, 723.097, 450, 150, 75
9060, 0.0328489, 722.756, 450, 150, 75
9070, 0.0328489, 722.499, 450, 150, 75
9080, 0.0328489, 722.206, 450, 150, 75
9090, 0.0328489, 721.957, 450, 150, 75
9100, 0.0328489, 721.552, 450, 150, 75
9110, 0.0328489, 721.104, 450, 150, 75
9120, 0.0328489, 721.142, 450, 150, 75
9130, 0.0328489, 721.124, 450, 150, 75
9140, 0.0328489, 720.843, 450, 150, 75
9150, 0.0328489, 720.642, 450, 150, 75
9160, 0.0328489, 720.633, 450, 150, 75
9170, 0.0328489, 720.814, 450, 150, 75
9180, 0.0328489, 720.929, 450, 150, 75
9190, 0.0328489, 721.004, 450, 150, 75
9200, 0.0328489, 720.864, 450, 150, 75
9210, 0.0328489, 720.652, 450, 150, 75
9220, 0.0328489, 720.304, 450, 150, 75
9230, 0.0328489, 719.989, 450, 150, 75
9240, 0.0328489, 719.932, 450, 150, 75
9250, 0.0328489, 719.604, 450, 150, 75
9260, 0.0328489, 719.493, 450, 150, 75
9270, 0.0328489, 719.615, 450, 150, 75
9280, 0.0328489, 719.714, 450, 150, 75
9290, 0.0328489, 720.082, 450, 150, 75
9300, 0.0328489, 720.626, 450, 150, 75
9310, 0.0328489, 721.082, 450, 150, 75
9320, 0.0328489, 721.544, 450, 150, 75
9330, 0.0328489, 721.903, 450, 150, 75
9340, 0.0328489, 722.397, 450, 150, 75
9350, 0.0328489, 722.784, 450, 150, 75
9360, 0.0328489, 723.019, 450, 150, 75
9370, 0.0328489, 723.28, 450, 150, 75
9380, 0.0328489, 723.627, 450, 150, 75
9390, 0.0328489, 723.74, 450, 150, 75
9400, 0.0328489, 723.767, 450, 150, 75
9410, 0.0328489, 723.77, 450, 150, 75
9420, 0.0328489, 723.941, 450, 150, 75
9430, 0.0328489, 724.013, 450, 150, 75
9440, 0.0328489, 723.892, 450, 150, 75
9450, 0.0328489, 724.044, 450, 150, 75
9460, 0.0328489, 724.071, 450, 150, 75
9470, 0.0328489, 724.042, 450, 150, 75
9480, 0.0328489, 723.911, 450, 150, 75
9490, 0.0328489, 723.963, 450, 150, 75
9500, 0.0328489, 724.57, 450, 150, 75
9510, 0.0328489, 724.957, 450, 150, 75
9520, 0.0328489, 725.124, 450, 150, 75
9530, 0.0328489, 725.357, 450, 150, 75
9540, 0.0328489, 725.619, 450, 150, 75
9550, 0.0328489, 725.529, 450, 150, 75
9560, 0.0328489, 725.408, 450, 150, 75
9570, 0.0328489, 725.502, 450, 150, 75
